20260207:Fortuna Sittard Stadion:Fortuna Sittard:Sparta Rotterdam:1:0::Eredivisie
20260207:Kehrweg Stadion:KAS Eupen:KV Kortrijk:1:0::Challenger Pro League
20260124:BayArena:Bayer 04 Leverkusen:Werder Bremen:1:0::Bundesliga
20251208:Estádio de São Luís:SC Farense:FC Vizela:2:0::Liga Portugal 2
20251108:Sportpark het Noorden:VV Groningen:VV Veendam 1894:1:5::Derde Klasse Zaterdag R
20251024:Merkur Spiel-Arena:Deutschland (F):Frankreich (F):1:0::UEFA Women's Nations League Halbfinale
20251018:Leimbachstadion:Sportfreunde Siegen:Rot-Weiß Oberhausen:0:1::Regionalliga West
20250927:Millerntor-Stadion:FC St. Pauli:Bayer 04 Leverkusen:1:2::Bundesliga
20250920:Stadion Bonn im Sportpark Nord:Bonner SC:SV Rödinghausen:1:0::Regionalliga West
20250916:Südstadion (Köln):SC Fortuna Köln:1. FC Bocholt:1:1::Regionalliga West
20250516:Sportplatz Ungarnstraße:BFC Meteor 06:BFC Preussen II:3:0::Landesliga Berlin 1
20250411:Stadion am Hünting:1. FC Bocholt:Sportfreunde Lotte:3:4::Regionalliga West
20250401:SchücoArena:Arminia Bielefeld:Bayer 04 Leverkusen:2:1::DFB-Pokal
20250314:Schauinsland-Reisen-Arena:MSV Duisburg:FC Schalke 04 II:4:0::Regionalliga West
20250130:Sportanlage Pastor-Wolff-Straße:CfB Ford Niehl:SV Deutz 05 II:0:0::Testspiel
20250129:BayArena:Bayer 04 Leverkusen:AC Sparta Praha:2:0::UEFA Champions League Ligaphase
20250125:Sportclub Arena :SC Verl:Alemannia Aachen:2:1::3. Liga
20250110:Signal Iduna Park:Borussia Dortmund:Bayer 04 Leverkusen:2:3::Bundesliga
20241207:Stade Maurice Dufrasne:Standard de Liège:Oud-Heverlee Leuven:1:1::Jupiler Pro League
20241201:Röntgen-Stadion:FC Remscheid:VfB 03 Hilden II:1:1::Landesliga Niederrhein Gruppe 1
20241126:BayArena:Bayer 04 Leverkusen:FC Red Bull Salzburg:5:0::UEFA Champions League Ligaphase
20241026:Weserstadion:Werder Bremen:Bayer 04 Leverkusen:2:2::Bundesliga
20241012:Häcker Wiehenstadion:SV Rödinghausen:Sportfreunde Lotte:2:3::Regionalliga West
20240509:BayArena:Bayer 04 Leverkusen:AS Roma:2:2::UEFA Europa League Halbfinale
20240414:BayArena:Bayer 04 Leverkusen:Werder Bremen:5:0::Bundesliga
20240223:BayArena:Bayer 04 Leverkusen:1. FSV Mainz 05:2:1::Bundesliga
20240217:Westkampfbahn Düren:1. FC Düren:FC Wegberg-Beeck:3:0::Regionalliga West
20231028:Stadion im Sportpark Höhenberg:FC Viktoria Köln:TSV 1860 München:2:1::3. Liga
20231027:Südstadion (Köln):SC Fortuna Köln:1. FC Düren:1:0::Regionalliga West
20231026:BayArena:Bayer 04 Leverkusen:FK Qarabağ:5:1::UEFA Europa League Gruppenspiel
20230916:GelreDome:Vitesse Arnhem:RKC Waalwijk:0:2::Eredivisie
20230430:Stadion an der Hafenstraße:Rot-Weiss Essen:VfB Oldenburg:0:0::3. Liga
20230225:Fritz-Walter-Stadion:1. FC Kaiserslautern:SpVgg Greuther Fürth:3:1::2. Bundesliga
20230211:Hänsch-Arena:SV Meppen:TSV 1860 München:2:1::3. Liga
20220917:BayArena:Bayer 04 Leverkusen:Werder Bremen:1:1::Bundesliga
20220831:RheinEnergieStadion:FC Viktoria Köln:FC Bayern München:0:5::DFB-Pokal
20220507:Stadion Niederrhein:Rot-Weiß Oberhausen:SV Lippstadt 08:0:1::Regionalliga West
20220326:Stadion am Bieberer Berg:Kickers Offenbach:FK Pirmasens:3:0::Regionalliga Südwest
20220212:IMS-Arena:KFC Uerdingen 05:Borussia Mönchengladbach II:1:4::Regionalliga West
20211120:BayArena:Bayer 04 Leverkusen:VfL Bochum:1:0::Bundesliga
20180608:BayArena:Deutschland:Saudi-Arabien:2:1::Testspiel
20180417:BayArena:Bayer 04 Leverkusen:FC Bayern München:2:6::DFB-Pokal Halbfinale
20150916:BayArena:Bayer 04 Leverkusen:FC BATE Borisov:4:1::UEFA Champions League Gruppenspiel
20150303:BayArena:Bayer 04 Leverkusen:1. FC Kaiserslautern:2:0::DFB-Pokal Achtelfinale
20150225:BayArena:Bayer 04 Leverkusen:Atlético de Madrid:1:0::UEFA Champions League Achtelfinale
20140212:BayArena:Bayer 04 Leverkusen:1. FC Kaiserslautern:0:1::DFB-Pokal
20130316:BayArena:Bayer 04 Leverkusen:FC Bayern München:1:2::Bundesliga
20120317:BayArena:Bayer 04 Leverkusen:Borussia Mönchengladbach:1:2::Bundesliga
20120214:BayArena:Bayer 04 Leverkusen:FC Barcelona:1:3::UEFA Champions League Achtelfinale
20110709:BayArena:England (F):Frankreich (F):1:1::Fußball-WM der Frauen Viertelfinale
20101205:BayArena:Bayer 04 Leverkusen:1. FC Köln:3:2::Bundesliga
20100123:Fritz-Walter-Stadion:1. FC Kaiserslautern:Rot Weiss Ahlen:0:0::2. Bundesliga
20091023:BayArena:Bayer 04 Leverkusen:Borussia Dortmund:1:1::Bundesliga
20090815:BayArena:Bayer 04 Leverkusen:TSG 1899 Hoffenheim:1:0::Bundesliga
20090530:Olympiastadion Berlin:1. FFC Turbine Potsdam:FCR 2001 Duisburg:0:7::DFB-Pokal der Frauen Finale
20090530:Olympiastadion Berlin:Werder Bremen:Bayer 04 Leverkusen:1:0::DFB-Pokal Finale
20090516:Merkur Spiel-Arena:Bayer 04 Leverkusen:Borussia Mönchengladbach:5:0::Bundesliga
20090508:Merkur Spiel-Arena:Bayer 04 Leverkusen:Arminia Bielefeld:2:2::Bundesliga
20090425:Merkur Spiel-Arena:Bayer 04 Leverkusen:Karlsruher SC:0:1::Bundesliga
20090421:Merkur Spiel-Arena:Bayer 04 Leverkusen:1. FSV Mainz 05:4:1::DFB-Pokal
20090412:Merkur Spiel-Arena:Bayer 04 Leverkusen:Werder Bremen:1:1::Bundesliga
20090308:Merkur Spiel-Arena:Bayer 04 Leverkusen:VfL Bochum:1:1::Bundesliga
20090222:Merkur Spiel-Arena:Bayer 04 Leverkusen:Hamburger SV:1:2::Bundesliga
20090207:Merkur Spiel-Arena:Bayer 04 Leverkusen:VfB Stuttgart:2:4::Bundesliga
20081024:BayArena:Bayer 04 Leverkusen:1. FC Köln:2:0::Bundesliga
20080517:BayArena:Bayer 04 Leverkusen:Werder Bremen:0:1::Bundesliga
20080507:BayArena:Bayer 04 Leverkusen:Hertha BSC:1:2::Bundesliga
20080427:BayArena:Bayer 04 Leverkusen:VfL Wolfsburg:2:2::Bundesliga
20080413:BayArena:Bayer 04 Leverkusen:VfB Stuttgart:3:0::Bundesliga
20080403:BayArena:Bayer 04 Leverkusen:Zenit St. Petersburg:1:4::UEFA Cup Viertelfinale
20080329:BayArena:Bayer 04 Leverkusen:Eintracht Frankfurt:0:2::Bundesliga
20080316:BayArena:Bayer 04 Leverkusen:1. FC Nürnberg:4:1::Bundesliga
20080309:BayArena:Bayer 04 Leverkusen:Hannover 96:2:0::Bundesliga
20080306:BayArena:Bayer 04 Leverkusen:Hamburger SV:1:0::UEFA Cup Achtelfinale
20080223:BayArena:Bayer 04 Leverkusen:FC Schalke 04:1:0::Bundesliga
20080221:BayArena:Bayer 04 Leverkusen:Galatasaray SK:5:1::UEFA Cup Sechzehntelfinale
20080209:BayArena:Bayer 04 Leverkusen:Hamburger SV:1:1::Bundesliga
